Title,Author,Category,Publication Year,ISBN,Status,Student Name,Issue_Date,Returned_Date,Condition
The bedside book of Martin Buxbaum,"Buxbaum, Martin",Technology,2012,8234304760,Available,,,,To Be Replaced
The Winemaker's Year: Four Seasons in Bordeaux,"Buller, Michael",Non-Fiction,2010,3576180666,Available,,,,To Be Replaced
Balancing Acts,"Hoagland, Edward",Biography,1988,7101791420,Available,,,,Lost
Sacred Stories: A Celebration of the Power of Story to Transform and Heal,"Simpkinson, Charles (EDT) and Simpkinson, Anne (EDT)",History,1994,8596386996,Issued,Student 295,26-01-2024,09-02-2024,Lost
Zen Lessons: The Art of Leadership,Thomas Translated by Cleary,History,1994,5654961069,Issued,Student 132,18-02-2024,19-02-2024,Good
Stencil Source Book 2: Over 200 New Designs,"Meehan, Patricia",Technology,1980,5325865521,Available,,,,Good
Cities Then & Now,"Antoniou, Jim",History,2003,1457771446,Issued,Student 300,05-03-2024,14-03-2024,Lost
Gardens of the World: The Art and Practice of Gardening,"Hobhouse, Penelope and McDonald, Elvin (CON)",Fantasy,2003,7922974797,Issued,Student 105,15-04-2024,03-05-2024,Lost
Brass,"Walsh, Helen",Non-Fiction,2003,7372701375,Issued,Student 296,29-03-2024,23-04-2024,Damaged
REASONABLE DOUBTS: The O.J. Simpson Case and the Criminal Justice System,"Dershowitz, Alan M.",Biography,1988,3831598303,Available,,,,Damaged
The Lives of the Muses: Nine Women & the Artists They Inspired,"Prose, Francine",Non-Fiction,1986,4035639663,Available,,,,Lost
"Frederic Remington: Paintings, Drawings, and Sculpture in the Amon Carter Museum and the Sid W. Richardson Foundation Collections",Peter H. Hassrick,Fiction,1985,4535855298,Issued,Student 223,23-01-2024,26-01-2024,To Be Replaced
The Civil War Trust's Official Guide to the Civil War Discovery Trail,"Braselton, Susan Collier (EDT), Civil War Trust (U. S.) (EDT), Andrews, Edgar M. (EDT), Birkhead, Paul J. (EDT), Fix, Julie K. (EDT), Gruber, Elliot H. (EDT), and McMahon, Danielle V. (EDT)",Science,1985,3615759047,Issued,Student 206,06-06-2024,27-06-2024,Lost
Pilgrim: A Novel,"Findley, Timothy",Biography,2018,7418263314,Available,,,,Lost
Soup Suppers: More Than 100 Main-Course Soups and 40 Accompaniments,"Schwartz, Arthur",Technology,2013,2228388623,Available,,,,Lost
The Big Bands Trivia Quiz Book,"Simon, George",Fantasy,1994,3642220886,Available,,,,To Be Replaced
The American Style of Foreign Policy: Cultural Politics and Foreign Affairs,"Dallek, Robert",Biography,1980,5190367237,Available,,,,Lost
D.H. Lawrence: The Story of a Marriage,"Maddox, Brenda",History,2002,8171143901,Issued,Student 103,12-05-2024,13-05-2024,To Be Replaced
The Illustrated Almanac of Historical Facts: From the Dawn of the Christian Era to the New World Order,"Stewart, Robert",Fiction,1985,7655449762,Issued,Student 178,11-03-2024,19-03-2024,Lost
Notable American Women: A Biographical Dictionary: Notable American Women: The Modern Period: A Biographical Dictionary (Notable American Women) (Volume 4),"Sicherman, Barbara (EDT) and Green, Carol Hurd (EDT)",History,2005,3469205576,Issued,Student 90,14-04-2024,01-05-2024,Damaged
Ashes of Glory: Richmond at War,"Furgurson, Ernest B.",Fiction,2012,6558769264,Available,,,,To Be Replaced
Orthopedic Disorders (Mosby's Clinical Nursing Series),"Mourad, Leona A.",Fantasy,2016,8626138802,Issued,Student 15,03-05-2024,07-05-2024,Lost
"God's Masterwork: A Concerto in Sixty-Six Movements : Ezra Through Daniel (Swindoll Bible Study Guides , Part 2)","Swindoll, Charles R.",History,2020,4011528431,Issued,Student 212,31-03-2024,17-04-2024,Damaged
"In Buddha's Kitchen : Cooking, Being Cooked, and Other Adventures at a Meditation Center","Snow, Kimberley",Biography,1996,6361225622,Available,,,,Good
Crossing Over: The Stories Behind the Stories,"Edward, John",Biography,2001,9916475897,Available,,,,Damaged
Business Law: Text and Cases,"Allison, John R., Howell, Rate A., and Prentice, Robert A.",Science,1993,2155671697,Available,,,,To Be Replaced
Sea Otters: A Natural History and Guide,"Nickerson, Roy",Non-Fiction,1995,4158643786,Issued,Student 106,28-02-2024,06-03-2024,Damaged
Becoming satisfied: A man's guide to sexual fulfillment (A Spectrum book),"Nowinski, Joseph",Science,1989,4345515321,Available,,,,To Be Replaced
Marketing,"Keegan, Warren J., Moriarty, Sandra, Duncan, Tom",Biography,2011,3636366799,Available,,,,Good
The New Yorker Cartoon Album 1975-1985,The New Yorker,Fantasy,2000,9026301048,Issued,Student 94,14-07-2024,13-08-2024,Damaged
We Are America,"Joy, Anna",History,1994,1550812184,Issued,Student 245,18-05-2024,20-05-2024,Damaged
Dr. Nancy Snyderman's Guide to Health: For Women over Forty,"Blackstone, Margaret and Snyderman, Nancy L., M.D.",History,2023,4332482152,Issued,Student 62,27-06-2024,14-07-2024,Damaged
Unravelling,"Graver, Elizabeth",Biography,1980,9640701016,Available,,,,Damaged
An Obedient Father,"Sharma, Akhil",Fiction,2000,8996550604,Available,,,,Lost
Like the Red Panda,"Seigel, Andrea",Non-Fiction,1997,7928143230,Issued,Student 95,07-05-2024,21-05-2024,Good
East Asia: From Chinese Predominance to the Rise of the Pacific Rim,"Cotterell, Arthur",Biography,2003,7015499403,Issued,Student 93,26-05-2024,31-05-2024,To Be Replaced
Hamlet's Mother and Other Women,"Heilbrun, Carolyn G.",Non-Fiction,1986,8390846127,Available,,,,To Be Replaced
The Book of Intimate Grammar,"Grossman, David and Rosenberg, Betsy (TRN)",Technology,2004,1842085114,Available,,,,Lost
Sunset Recipe Annual 1995,Sunset Books,Non-Fiction,2006,3145756342,Issued,Student 250,17-03-2024,26-03-2024,Lost
Ritalin Nation: Rapid-Fire Culture and the Transformation of Human Consciousness,"Degrandpre, Richard J.",Fiction,2005,1701548051,Available,,,,Good
"Ashes to Ashes: America's Hundred-Year Cigarette War, the Public Health, and the Unabashed Triumph of Philip Morris","Kluger, Richard",Technology,2020,5708580756,Issued,Student 134,02-04-2024,14-04-2024,Good
"Recyclopedia: Games, Science Equipment, and Crafts from Recycled Materials","Simons, Robin",Technology,1996,2478071244,Issued,Student 63,30-03-2024,27-04-2024,To Be Replaced
The Survival Factor,"Birkhead, Mike and Birkhead, Tim",Non-Fiction,2016,8646369354,Issued,Student 167,21-06-2024,08-07-2024,To Be Replaced
First and last love,"Sheean, Vincent",Biography,2008,4820942294,Issued,Student 147,28-04-2024,19-05-2024,Good
Greek Mythology (An Encyclopedia Of Myth And Legend),"Stoneman, Richard",Biography,2001,4895849088,Available,,,,Damaged
World of Our Fathers: The Journey of The Eastern European Jews to America,"Libo, Kenneth and Howe, Irving",Non-Fiction,2000,8063693463,Issued,Student 228,18-07-2024,15-08-2024,To Be Replaced
Dance Of A Fallen Monk: The Twists And Turns Of A Spiritual Life,"Fowler, George",Fantasy,2013,9441870024,Issued,Student 86,17-02-2024,16-03-2024,To Be Replaced
Intervention and Reflection: Basic Issues in Medical Ethics (Philosophy),"Munson, Ronald and Hoffman, Christopher A.",Biography,1995,8138332494,Available,,,,To Be Replaced
Politics of Latin American Development,Wynia,History,1986,1410400118,Issued,Student 281,14-01-2024,15-01-2024,To Be Replaced
Ronald Reagan: His Life In Pictures,"Spada, James",Fantasy,1985,5741336386,Available,,,,Good
Custer Story,Rh Value Publishing,History,1999,1985076350,Issued,Student 227,09-06-2024,14-06-2024,To Be Replaced
150 Years of Photo Journalism,"Yapp, Nick",Technology,1990,1122712790,Issued,Student 167,01-05-2024,16-05-2024,Good
Deadlock: The Inside Story of America's Closest Election,"Nakashima, Ellen",Fantasy,2008,3316222488,Issued,Student 289,21-04-2024,08-05-2024,To Be Replaced
Truman,"McCullough, David",Fantasy,1999,9198762527,Issued,Student 277,28-02-2024,25-03-2024,Good
Crafts of Israel,"DAYAN, Ruth and Feinberg, Willie",Science,2003,7065369178,Available,,,,Lost
"Understanding the Chesapeake, a Layman's Guide,","Sherwood, Arthur W.",Fiction,2013,4641902461,Issued,Student 147,30-04-2024,18-05-2024,Good
Alistair Cooke's America,"Cooke, Alistair",History,2010,2286817379,Issued,Student 150,01-06-2024,09-06-2024,Damaged
The Purpose Driven Life Journal,"Warren, Rick",Science,1992,7702529931,Issued,Student 128,11-02-2024,05-03-2024,Good
Going Bridal: How to Get Married Without Losing Your Mind,"Robbins, Li",History,2004,6242404559,Available,,,,Damaged
Incidents in the Life of a Slave Girl,"Jacobs, Harriet, Child, Lydia Maria Francis, and Brent, L.",Non-Fiction,2013,8235474949,Issued,Student 273,09-03-2024,23-03-2024,To Be Replaced
Human Resource Management,"Mathis, Robert L. and Jackson, John H.",Non-Fiction,1988,2243802345,Issued,Student 232,10-03-2024,02-04-2024,Good
Plumage,"Springer, Nancy",Non-Fiction,2000,1083302600,Available,,,,Lost
The Fundamentals of Play: A Novel,"Macy, Caitlin",Non-Fiction,1986,6506640008,Available,,,,Damaged
Improvised Europeans: American Literary Expatriates In London,"Zwerdling, Alex",Biography,1980,1999913493,Available,,,,To Be Replaced
Forever Beautiful With Rex: Makeup Strategies for the Rest of Your Life,"Jewell, Diana Lewis, Rex (ILT), and Rex",Non-Fiction,2001,7099897373,Issued,Student 191,28-04-2024,21-05-2024,To Be Replaced
"Best Places to Stay in the Caribbean, Sixth Edition","Jamison, Cheryl Alters, Jamison, Bill, and Shaw, Bruce",Fiction,1989,5535650160,Issued,Student 37,19-05-2024,04-06-2024,Damaged
Solve Your Child's Sleep Problems,"Ferber, Richard",Technology,1996,8805032417,Available,,,,Good
All Japan: The Catalogue of Everything Japanese,"Dalby, Liza",Biography,1995,9482441081,Available,,,,To Be Replaced
The World Of Biblical Literature,"Alter, Robert",Non-Fiction,2009,9993491029,Available,,,,Lost
Geography and Development: A World Regional Approach,FISHER,Biography,1999,9315981171,Available,,,,Damaged
Dissection of the Fetal Pig,"Walker, Warren F.",Fiction,2015,3237361243,Issued,Student 247,12-06-2024,22-06-2024,Damaged
Search for Spring,"Miller, Moira and Deuchar, Ian (ILT)",Fiction,2022,1485024047,Issued,Student 167,04-01-2024,10-01-2024,Damaged
Death bed: A detective story,"Greenleaf, Stephen",Fiction,2005,4389346722,Available,,,,Damaged
Caring and Coping When Your Loved One is Seriously Ill,"Grollman, Earl A.",Technology,2010,5960652625,Available,,,,Damaged
Voice Lessons: On Becoming a (Woman) Writer,"Mairs, Nancy",History,1985,1257922823,Issued,Student 79,28-06-2024,16-07-2024,Damaged
The New Face of Terrorism: Threats from Weapons of Mass Destruction,"Cole, Benjamin and Gurr, Nadine",History,1994,9125201729,Available,,,,Lost
"The Rich Are Different: A Priceless Treasury of Quotations and Anecdotes About the Affluent, the Posh, a nd the Just Plain Loaded","Winokur, Jon (EDT)",History,2002,4111270714,Issued,Student 21,04-05-2024,27-05-2024,Good
Mensa Presents Number Puzzles for Math Geniuses: 200 Fiendish and Intriguing Mind Games,"Gale, Harold",Science,2014,8288721755,Available,,,,Good
Nine Innings,"Okrent, Daniel",Fantasy,2002,7306707298,Available,,,,Damaged
Real Lace: America's Irish Rich,"Birmingham, Stephen",Non-Fiction,2008,6871704354,Available,,,,To Be Replaced
Call To Home: African Americans Reclaim The Rural South,"Stack, Carol B.",Fantasy,2004,4151036012,Available,,,,Damaged
The Ordinary Seaman,"Goldman, Francisco and Golman, Francisco",Technology,2019,6320547759,Available,,,,Good
"Taking on the World: Joseph and Stewart Alsop, Guardians of the American Century","Merry, Robert W.",Technology,2004,8229392805,Available,,,,Good
"Born to Rebel: Birth Order, Family Dynamics, and Creative Lives","Sulloway, Frank J.",Science,2006,8047628706,Available,,,,Good
The Monitor Chronicles : One Sailor's Account : Today's Campaign to Recover the Civil War Wreck,"Mariners' Museum (Newport News, Va.) (COR), Geer, George S. (EDT), and Marvel, William (EDT)",Biography,1984,5027818352,Available,,,,Lost
Fire in My Soul,"Lester, Joan Steinau and Norton, Eleanor Holmes",Fiction,2011,1822987217,Available,,,,Good
Maryland Wits and Baltimore Bards: A Literary History with Notes on Washington Writers (Maryland Paperback Bookshelf),"Shivers, Frank R.",Technology,2004,8120717574,Issued,Student 26,03-04-2024,11-04-2024,To Be Replaced
War Babies,"Busch, Frederick",Fiction,1980,5638379165,Available,,,,Good
How to Plant and Grow Annuals (How to Plant and Grow Series),"Reilly, Ann",Biography,2006,8825544304,Available,,,,Lost
A Skeleton in God's Closet,"Maier, Paul L.",Fantasy,1982,4153795953,Issued,Student 40,25-02-2024,13-03-2024,Lost
Words & Quilts: A Selection of Quilt Poems,"Mitchell, Felicia (EDT)",Biography,1994,7578434127,Available,,,,Good
Home beermaking: The complete beginner's guidebook,"Moore, William",Biography,1995,5069495876,Issued,Student 55,15-07-2024,05-08-2024,To Be Replaced
"We Should Be So Lucky : Love, Sex, Food, and Fun After Forty from the Diva of QVC","Levine, Kathy, Scovell, Jane, and Appleton, Amy Sarah",Biography,2009,1447116404,Available,,,,To Be Replaced
"The Order of Things: Hierarchies, Structures, and Pecking Orders","Kuklin, Susan",Fantasy,2001,3824077950,Issued,Student 181,21-03-2024,08-04-2024,Damaged
Dining with the Duchess: Making Everyday Meals a Special Occasion,"York, Sarah Mountbatten-Windsor, Duchess of",History,2020,8412545268,Available,,,,To Be Replaced
Introductory Linear Algebra With Applications,"Kolman, Bernard and Hill, David R.",Non-Fiction,2004,6386271785,Issued,Student 230,11-04-2024,12-04-2024,Lost
The search for Peking man,"Janus, Christopher G.",Science,2018,9659953069,Available,,,,Lost
Intimate Matters: A History of Sexuality in America,"Freedman, Estelle B. and D'Emilio, John",Science,1994,2352505293,Issued,Student 284,10-05-2024,28-05-2024,Lost
Hollywood vs. America: The Explosive Bestseller that Shows How-and Why-the Entertainment Industry Has Broken Faith With Its Audience,"Medved, Michael",Non-Fiction,1986,5457043482,Issued,Student 80,05-02-2024,14-02-2024,To Be Replaced
Shaken Not Stirred,"Miller, Anistatia R. and Brown, Jared M.",Non-Fiction,1994,2289789131,Issued,Student 292,25-02-2024,20-03-2024,To Be Replaced
Henry Adams,"Blackmur, R. P",Science,2010,6037577831,Available,,,,Damaged
A Hole in the Earth,"Bausch, Robert",Science,1982,7770086931,Available,,,,Good
You Say You Want a Revolution : A Story of Information Age Politics,"Hundt, Reed E.",Technology,2001,8804564187,Issued,Student 62,16-07-2024,24-07-2024,Good
Kayaking: Whitewater and Touring Basics (A Trailside Guide),"Krauzer, Steven M.",Technology,2018,4988535000,Issued,Student 28,19-03-2024,05-04-2024,To Be Replaced
My Country: The Story of Modern Israel,"Eban, Abba Solomon",Fantasy,2016,5937408591,Available,,,,Lost
Praying God's Will For Your Life: A Prayerful Walk To Spiritual Well Being,"Omartian, Stormie",Biography,2005,9465553402,Available,,,,Lost
The Good Black,"Barrett, Paul M.",Science,2005,1635708419,Issued,Student 43,01-05-2024,20-05-2024,To Be Replaced
"An Inquiry Concerning Human Understanding: With a Supplement, An Abstract of a Treatise of Human Nature",David Hume,Fantasy,2005,2127677925,Issued,Student 257,21-04-2024,16-05-2024,Damaged
The Unfinished Constitution: Philosophy and Constitutional Practice,"Arthur, John",Technology,1988,6145836928,Issued,Student 293,20-02-2024,09-03-2024,Good
"PARKER'S WINE BUYER'S GUIDE, 5TH EDITION : Complete, Easy-to-Use Reference on Recent Vintages, Prices, and Ratings for More Than 8,000 Wines from All the Major Wine Regions","Parker, Robert M., Jr.",Fantasy,1995,2040735415,Issued,Student 221,23-03-2024,14-04-2024,Damaged
Artificial Intelligence: How Machines Think,"Peat, F. David",Fiction,2022,7071288688,Issued,Student 179,18-02-2024,29-02-2024,Lost
Communications and Networking for the IBM PC and Compatibles,"Jordan, Larry E",Biography,1981,8600723288,Available,,,,Damaged
The Macmillan Visual Desk Reference,Diagram Group,Technology,2008,3676546979,Issued,Student 23,29-02-2024,07-03-2024,Damaged
The standard wine cook book,"Director, Anne",Non-Fiction,1985,1234238999,Available,,,,Good
"Tales Of Passion, Tales Of Woe","Gulland, Sandra",Science,1987,6605439330,Issued,Student 12,25-03-2024,01-04-2024,Good
Keeping Life Simple: 380 Tips & Ideas,"Levine, Karen",Non-Fiction,1993,8517718126,Issued,Student 73,26-06-2024,19-07-2024,Damaged
HOLLYWOOD HUSBANDS,"Collins, Jackie",History,2017,3262584884,Issued,Student 88,16-01-2024,26-01-2024,Damaged
Raise Heaven and Earth: The Story of Martin Marietta People and Their Pioneering Achievements,"Harwood, William B.",Fantasy,1997,5522966707,Available,,,,Lost
"Learning disabilities, systemizing teaching and service delivery","Sabatino, David A.,",Biography,1997,1463390201,Issued,Student 198,29-02-2024,13-03-2024,Good
The Testament of Light,"Bullett, Gerald",Fiction,2000,1378045890,Available,,,,To Be Replaced
The American Geriatrics Society's Complete Guide to Aging and Health: How We Age*Caring for Parents*Long-Term Care Choices*Wise Health Care Decisions* ... Care Financing*Analysis of Common Ailments,"Williams, Mark E., M.D.",Fantasy,1981,1170735270,Issued,Student 171,05-05-2024,18-05-2024,Lost
"Potter Needlework Library, The: Essentials of Sewing, Volume 2","Patterson, Debbie (PHT), Thompson, Sue, and Coe, Miriam",Fiction,2002,8234062195,Issued,Student 155,01-03-2024,18-03-2024,To Be Replaced
Julius Caesar (Cambridge School Shakespeare),"Shakespeare, William and Seward, Tim (EDT)",Biography,1996,9068857465,Available,,,,Lost
Men and Angels,"Ward, Theodora",Non-Fiction,1989,1589530134,Issued,Student 267,22-06-2024,12-07-2024,Damaged
Debrett's book of royal children,"Kidd, Charles and Montague-Smith, Patrick",Non-Fiction,2006,5951019935,Issued,Student 169,24-04-2024,12-05-2024,Lost
"Rock, Roll & Remember","Clark, Dick",Biography,1988,5888143707,Available,,,,Damaged
"Inside the House: An irreverent guided tour through the House of Representatives, from the days of  Adam Clayton Powell to those of Peter Rodino","Rapoport, Daniel",Non-Fiction,2021,4938966574,Issued,Student 35,22-05-2024,09-06-2024,Lost
Everyone's Money Book,"Goodman, Jordan Elliot and Bloch, H. I. Sonny",Non-Fiction,2000,9473523940,Issued,Student 156,23-04-2024,17-05-2024,Lost
"The United Lutheran Church in America, 1918-1962","Bachmann, E. Theodore, Bachmann, Mercia Brenne, and Rorem, Paul (EDT)",Science,1989,4346242886,Available,,,,Lost
God's Psychiatry: Healing for the Troubled Heart and Spirit,"Allen, Charles L.",Fiction,2019,7944732371,Available,,,,Good
In the Shadow of F.D.R.: From Harry Truman to Bill Clinton,"Leuchtenburg, William E.",Non-Fiction,2023,5406999328,Available,,,,To Be Replaced
The Nominative Case,"MacKin, Edward",History,1988,7892184524,Issued,Student 95,09-04-2024,25-04-2024,Damaged
The Dannon Book of Yogurt,"Stuart, Sandra Lee",Non-Fiction,1992,1971835392,Issued,Student 8,10-03-2024,24-03-2024,Damaged
TERRITORIES OF THE VOICE,"Desalvo, Louise, D'Arcy, Kathleen Walsh, and Hogan, Katherine",Biography,1992,4254625665,Available,,,,Lost
The sports factory: An investigation into college sports,"Durso, Joseph",Technology,2019,6354895816,Issued,Student 22,04-06-2024,28-06-2024,Damaged
Intelligent Business Alliances: How to Profit Using Today's Most Important Strategic Tool,"Segil, Larraine",Science,2005,4379795093,Available,,,,Good
Porterhouse Blue,"Sharpe, Tom",Technology,1982,7605097681,Available,,,,Damaged
Paradigms: The Business of Discovering the Future,"Barker, Joel Arthur",Fantasy,2020,5134302513,Available,,,,Good
Cushions & Covers: A Step-By-Step Guide to Creative Soft Furnishings (Reader's Digest: Practical Home Decorating),"Moore, Gina",History,1999,6522961108,Available,,,,Lost
We Interrupt This Broadcast: Relive the Events That Stopped Our Lives...from the Hindenburg to the Death of Princess Diana (book with 2 audio CDs),"Garner, Joe",Fantasy,1983,4881257367,Issued,Student 232,24-01-2024,17-02-2024,Good
Changing Places: Rebuilding Community in the Age of Sprawl,"Moe, Richard and Wilkie, Carter",Non-Fiction,2017,5876105046,Issued,Student 166,25-04-2024,26-04-2024,Lost
Anne Frank : The Biography,"Kimber, Rita (TRN), Kimber, Robert (TRN), and Muller, Melissa",Fantasy,1992,9085484017,Available,,,,Damaged
Muhammad: The messenger of God,"Kelen, Betty",Biography,2021,4420882289,Available,,,,Lost
The Elegant Onion: The Art of Allium Cookery,"Cavage, Betty",Biography,2008,8018287603,Available,,,,To Be Replaced
Awakening Corporate Soul: Four Paths to Unleash the Power of People at Work,"Izzo, John B. and Klein, Eric",History,2012,5981731142,Issued,Student 23,15-07-2024,21-07-2024,Lost
"WW II Air War : The Men, the Machines, the Missions","Sanfelici, Arthur H. (editor)",Technology,2022,4705150091,Available,,,,Damaged
The Puzzles of Amish Life (People's Place Book No. 10),"Kraybill, Donald B.",Technology,1983,7097056942,Issued,Student 229,14-03-2024,04-04-2024,Lost
A Reason For Hope: Gaining Strength for Your Fight Against Cancer,"Barry, Michael S.",Non-Fiction,1992,9605108260,Issued,Student 7,27-04-2024,13-05-2024,Damaged
Exploring the Labyrinth: Making Sense of the New Spirituality,"Drury, Nevill",Technology,1980,3119423746,Available,,,,Lost
Ending the Homework Hassle,"Rosemond, John",History,2009,7056554007,Available,,,,Good
The Race for the Triple Crown,"Drape, Joe",Fiction,1995,1891796718,Available,,,,Good
Lewis and Clark: Doctors in the Wilderness,"Paton, Bruce C., M.D.",Biography,2002,1157715720,Available,,,,Damaged
The Best Intentions,"Bergman, Ingmar and Tate, Joan (TRN)",Technology,2018,6576763981,Available,,,,Lost
OFFICIAL GUIDE TO THE SMITHSONIAN,"Smithsonian Institution (COR) and Hirzy, Ellen Cochran (EDT)",History,1991,3414532686,Issued,Student 297,02-04-2024,02-05-2024,To Be Replaced
Dale Earnhardt: 1951-2001,"Moriarty, Frank",Technology,1999,6681476601,Issued,Student 35,13-07-2024,27-07-2024,To Be Replaced
"The Insiders' Guide to Civil War Sites in the Eastern Theater, 2nd","Gleason, Michael P.",Science,2010,1577869770,Issued,Student 169,14-05-2024,28-05-2024,To Be Replaced
The Mayor of Central Park,"Avi and Floca, Brian (ILT)",Biography,1993,3628750833,Available,,,,Damaged
Diary of an Arctic Year,"Krasemann, Stephen J.",Biography,2013,5239945630,Issued,Student 148,19-04-2024,09-05-2024,Good
Don't Give It Away! : A Workbook of Self-Awareness and Self-Affirmations for Young Women,"Vanzant, Iyanla and Wilcots, Almasi",Fantasy,2016,7711463369,Issued,Student 253,16-02-2024,16-03-2024,Good
One Day My Soul Just Opened Up: 40 Days and 40 Nights Toward Spiritual Strength and Personal Growth,"Vanzant, Iyanla",Biography,1998,5205879645,Available,,,,Damaged
St. John's Wort,"Rosenthal, Norman",History,2020,4421940259,Available,,,,Damaged
Long Road to Freedom: The Advocate History of the Gay and Lesbian Movement (Stonewall Inn Editions),"Thompson, Mark (EDT)",History,1982,6728594127,Available,,,,Good
"Escape Your Shape: How to Work Out Smarter, Not Harder","Jackowski, Edward J., Ph.D. and Jeffers, Youzell (ILT)",Non-Fiction,1998,5586320975,Issued,Student 260,20-05-2024,31-05-2024,Lost
Pony Express Christmas,"Brouwer, Sigmund",Fiction,2023,6726406418,Issued,Student 292,06-06-2024,07-06-2024,To Be Replaced
Christmas Decorations from Williamsburg's Folk Art Collection,Abby Aldrich Rockefeller Folk Art Museum,Science,2001,9742656117,Available,,,,To Be Replaced
A Crafter's Book of Angels,"Morgenthal, Deborah",Biography,2009,6734252303,Issued,Student 29,13-05-2024,23-05-2024,Lost
Lockheed F-117A: Operation and Development of the Stealth Fighter,"Sweetman, Bill and Goodall, James",Biography,2000,1080395064,Issued,Student 182,17-01-2024,22-01-2024,Good
Here: A Biography of the New American Continent,"Depalma, Anthony",Science,2004,4618105265,Issued,Student 96,01-06-2024,05-06-2024,Lost
Phonics (Step Ahead),"Cole, Kathleen A.",Biography,2000,4048739665,Issued,Student 212,23-01-2024,08-02-2024,To Be Replaced
The World of Silent Flight,"WOLTERS, RICHARD A.",History,1999,2298447203,Available,,,,Good
Totline 1 2 3 Books ~ Simple Books To Make For Working With Young Children,"Warren, Jean",Technology,1992,4922824898,Issued,Student 260,07-01-2024,02-02-2024,To Be Replaced
Songs from the Hills: An Intimate Look at Country Music,"Von Matthiessen, Maria",Non-Fiction,1992,2405905813,Available,,,,Good
Assessing Special Students: Strategies and Procedures,"McLoughlin, J.A., Lewis, R.B.",Non-Fiction,1993,4112007191,Issued,Student 199,01-07-2024,29-07-2024,Lost
The transparent self,"Jourard, Sidney M.",Fiction,1999,5004358412,Available,,,,Damaged
Islands (Scientific American Library),"Menard, H. W.",Fiction,1986,2342094845,Issued,Student 108,23-03-2024,30-03-2024,Good
The horn of plenty,"Harvey, Peggy",Science,2014,5800273809,Available,,,,Lost
Home Away from Home,"Woititz, Janet Geringer",Fiction,1980,1439698549,Issued,Student 282,22-03-2024,31-03-2024,Damaged
The Mammoth Cheese: A Novel,"Holman, Sheri",Technology,1998,3465667475,Available,,,,To Be Replaced
"The Pearsall Guide to Successful Dog Training: Obedience ""from the Dog's Point of View""","Pearsall, Margaret E.",Fantasy,2001,7616728266,Available,,,,Lost
America-Watching: Perspectives in the Course of an Incredible Century,"Johnson, Gerald White",History,2023,1216706931,Issued,Student 28,23-01-2024,06-02-2024,Good
"People Power: How to Create a Lifetime Network for Business, Career, and Personal Advancement","Fisher, Donna",Biography,2018,6822362090,Issued,Student 102,01-07-2024,26-07-2024,Damaged
"Half Empty, Half Full: Understanding the Psychological Roots of Optimism","Vaughan, Susan C.",Fiction,2009,3438636480,Available,,,,Damaged
The Sooners,"Willoughby, Lee Davis",Fiction,2009,8587031776,Issued,Student 119,27-02-2024,03-03-2024,Lost
Finding Birds in the National Capital Area,"Wiilds, Claudia",Science,2005,6689805567,Issued,Student 16,17-01-2024,02-02-2024,Damaged
Decatur house and its inhabitants,"Beale, Marie Oge",History,2009,4632538452,Issued,Student 179,03-06-2024,22-06-2024,Good
Holy Siege: The Year That Shook Catholic America,"Briggs, Kenneth A.",Fiction,2005,4422048585,Issued,Student 285,15-06-2024,18-06-2024,Lost
Guilty: The Collapse of Criminal Justice,"Rothwax, Harold J.",History,2005,7831299927,Available,,,,Damaged
Wings Like Eagles,Paul A. Schweizer,Fantasy,1990,9477800442,Issued,Student 34,28-03-2024,04-04-2024,To Be Replaced
Big Trouble: A Murder in a Small Western Town Sets Off a Struggle for the Soul of America,"Lukas, J. Anthony",History,2007,3981279224,Available,,,,Lost
The Legal & Regulatory Environment of Business,"Corley, Robert N. (EDT)",Fiction,2016,8888773421,Available,,,,Good
Life in a Medieval Castle,"Gies, Joseph",History,2000,3384083537,Issued,Student 91,19-03-2024,01-04-2024,Damaged
Branch Rickey's Little Blue Book: Wit and Strategy from Baseball's Last Wise Man,"Monteleone, John J. and Rickey, Branch",Fiction,2023,6922377726,Issued,Student 32,24-01-2024,31-01-2024,To Be Replaced
Music Machines American Style; A Catalog of the Exhibition,"Hoover, Cynthia A",Technology,2020,4478233603,Available,,,,To Be Replaced
What Just Happened: A Chronicle from the Information Frontier,"Gleick, James",History,2014,6546964238,Issued,Student 101,22-02-2024,15-03-2024,Good
"If You Leave Me, Can I Come Too?","Heimel, Cynthia",Fantasy,2023,9973421080,Available,,,,To Be Replaced
Mississippi Memories: Classic American Cooking from the Heartland to the Mississippi Bayou,"Rodgers, Rick and Delta Queen Steamboat Co.",History,1988,8956449152,Available,,,,To Be Replaced
Pioneering Ascents,"Mazel, David (EDT)",Fiction,1980,2542943951,Issued,Student 16,01-03-2024,15-03-2024,Lost
"Feed a Cold, Starve a Fever: A Dictionary of Medical Folklore","Rinzler, Carol Ann",History,2020,6939036170,Issued,Student 223,19-05-2024,26-05-2024,Lost
The Chiangs of China,Elmer T. Clark,History,1988,9265587451,Issued,Student 79,14-03-2024,11-04-2024,Lost
"Antaeus: No. 69, Fall, 1992","Halpern, Daniel (EDT)",Non-Fiction,1980,9898081286,Available,,,,Good
The International Encyclopedia of Aviation,Rh Value Publishing,History,2022,5252952412,Available,,,,Lost
